text_number	file_name	file_path	segment_start	segment_end	segment_text
b01-132	b01-132.png	/094/b01-132.png	1424	1604	to disaster. It may be that the Commonwealth
b01-132	b01-132.png	/094/b01-132.png	1604	1780	Prime Ministers will decide against this final
b01-132	b01-132.png	/094/b01-132.png	1780	1962	step. If that is their decision they should also
b01-132	b01-132.png	/094/b01-132.png	1962	2140	go unequivocally on record that they regard
b01-132	b01-132.png	/094/b01-132.png	2140	2317	apartheid as evil and indefensible.
a01-122	a01-122.png	/019/a01-122.png	710	899	„Mr. Powell finds it easier to take it out of mothers,
a01-122	a01-122.png	/019/a01-122.png	899	1072	children and sick people than to take on this vast
a01-122	a01-122.png	/019/a01-122.png	1072	1249	industry,“ Mr. Brown commented icily. „Let us have a
a01-122	a01-122.png	/019/a01-122.png	1250	1436	full inquiry into the cost of drugs and the pharmaceutical
a01-122	a01-122.png	/019/a01-122.png	1436	1614	industry.“ The health of children today owed much
a01-122	a01-122.png	/019/a01-122.png	1616	1798	to the welfare food scheme. It was maintained
a01-122	a01-122.png	/019/a01-122.png	1798	1970	during the war. Now in conditions of Tory
a01-122	a01-122.png	/019/a01-122.png	1975	2157	affluence it seemed it could not be carried on.
a01-128	a01-128.png	/019/a01-128.png	894	1066	When Mr. Brown sat down Labour MPs cheered for
a01-128	a01-128.png	/019/a01-128.png	1066	1252	a full minute - and even his bitterest opponents
a01-128	a01-128.png	/019/a01-128.png	1252	1437	on defence joined in. Mr. Powell devoted half his speech
a01-128	a01-128.png	/019/a01-128.png	1437	1612	to giving details of plans for improving the hospital service,
a01-128	a01-128.png	/019/a01-128.png	1612	1794	on which indeed the Government is making progress.
a01-128	a01-128.png	/019/a01-128.png	1794	1972	His basic defence of the Health Service cuts was that
a01-128	a01-128.png	/019/a01-128.png	1972	2149	„even after the proposed changes the net cost of the
a01-128	a01-128.png	/019/a01-128.png	2153	2324	service to the Exchequer will have increased over
a01-117	a01-117.png	/019/a01-117.png	892	1070	In fact, the Tories made it worse now for the sick and
a01-117	a01-117.png	/019/a01-117.png	1080	1256	needy than Labour had to make it in 1950. And
a01-117	a01-117.png	/019/a01-117.png	1256	1428	as a percentage of social service expenditure,
a01-117	a01-117.png	/019/a01-117.png	1428	1610	health had fallen from 28.5 to 23.1 per cent.
a01-117	a01-117.png	/019/a01-117.png	1610	1788	Then Mr. Brown swung his attack directly to the
a01-117	a01-117.png	/019/a01-117.png	1788	1970	unsmiling Mr. Powell. He demanded that instead
a01-117	a01-117.png	/019/a01-117.png	1970	2151	of taking it out of the patients Mr. Powell should
a01-117	a01-117.png	/019/a01-117.png	2151	2338	take ruthless action against the drug making
a01-117	a01-117.png	/019/a01-117.png	2338	2516	industry, whose profits had risen by up to 400
d06-030	d06-030.png	/174/d06-030.png	676	871	Amen. MOST people would probably regard tiredness as a
d06-030	d06-030.png	/174/d06-030.png	871	1055	purely physical thing. The cure for which is sleep. This is only
d06-030	d06-030.png	/174/d06-030.png	1055	1233	partly true. Many people wake up tired of a morning and no
d06-030	d06-030.png	/174/d06-030.png	1233	1408	amount of rest seems to make any difference. Sleep, to be
d06-030	d06-030.png	/174/d06-030.png	1408	1595	effective, must be of that child-like quality which comes
d06-030	d06-030.png	/174/d06-030.png	1606	1761	from innocence.
d06-015	d06-015.png	/174/d06-015.png	667	872	A little more honesty, even if one refrains from going into
d06-015	d06-015.png	/174/d06-015.png	872	1046	too many details, would help many a child to make a
d06-015	d06-015.png	/174/d06-015.png	1047	1224	proper adjustment to life as it grows up. Let us look
d06-015	d06-015.png	/174/d06-015.png	1224	1405	at Jesus. We do not, I think, see there a life without fear.
d06-015	d06-015.png	/174/d06-015.png	1405	1585	There are several instances where he seemed unable to go
c06-083	c06-083.png	/174/c06-083.png	853	1045	It also parades Gina Lollobrigida in a selection of neglige*?
c06-083	c06-083.png	/174/c06-083.png	1045	1219	2e-and-nightie ensembles not too well designed for sleeping in,
c06-083	c06-083.png	/174/c06-083.png	1219	1402	and Rock Hudson at the wheel of a shining silver Rolls-Royce.
c06-083	c06-083.png	/174/c06-083.png	1402	1575	Mr. Hudson is an American millionaire who spends each
c06-083	c06-083.png	/174/c06-083.png	1575	1758	September in his Italian villa and the company of Signorina
c06-083	c06-083.png	/174/c06-083.png	1758	1943	Lollobrigida. In the holiday seasonal months before and
c06-083	c06-083.png	/174/c06-083.png	1943	2123	after this annual idyll his major-domo (Walter Slezak
c06-083	c06-083.png	/174/c06-083.png	2123	2307	at his most nauseating) turns the palazzo into a luxury
d06-050	d06-050.png	/174/d06-050.png	685	874	Nor is she necessarily being deceitful. She really did feel tired
d06-050	d06-050.png	/174/d06-050.png	874	1052	until the mind got the necessary injection of a fresh - and an
d06-050	d06-050.png	/174/d06-050.png	1052	1226	attractive - interest! Tiredness has, therefore, as much to do
d06-050	d06-050.png	/174/d06-050.png	1226	1406	with our mental state as with our physical exhaustion. A
d06-050	d06-050.png	/174/d06-050.png	1406	1585	disturbed mind can bring the healthiest body to a sense
d06-050	d06-050.png	/174/d06-050.png	1585	1784	of fatigue. They wonder why they get no rest at night,
d06-050	d06-050.png	/174/d06-050.png	1784	1948	even if they do sleep.
d06-082	d06-082.png	/174/d06-082.png	702	877	If we ever stopped to consider how much energy - and time -
d06-082	d06-082.png	/174/d06-082.png	880	1052	we lose this way in the course of a day we would be
d06-082	d06-082.png	/174/d06-082.png	1052	1229	staggered. Some of it is inevitable, and we do not want to
d06-082	d06-082.png	/174/d06-082.png	1229	1407	become too pernickety. Nevertheless, we could all probably
d06-082	d06-082.png	/174/d06-082.png	1407	1595	be a little more orderly for we so frequently just muddle
d06-082	d06-082.png	/174/d06-082.png	1606	1756	through.
a06-000	a06-000.png	/066/a06-000.png	860	1030	MR SELWYN LLOYD may speed up his plans
a06-000	a06-000.png	/066/a06-000.png	1030	1210	to catch speculators in shares and property.
a06-000	a06-000.png	/066/a06-000.png	1210	1396	The first hint of the Chancellor bowing to
a06-000	a06-000.png	/066/a06-000.png	1396	1569	public opinion over his ”July Budget” came
a06-000	a06-000.png	/066/a06-000.png	1569	1752	dramatically in the Commons yesterday. Mr.
a06-000	a06-000.png	/066/a06-000.png	1752	1929	Lloyd said on Tuesday that he proposed
a06-000	a06-000.png	/066/a06-000.png	1929	2109	to deal in his next regular Budget with
a06-004	a06-004.png	/066/a06-004.png	852	1035	Sir Edward Boyle, Financial Secretary
a06-004	a06-004.png	/066/a06-004.png	1035	1214	to the Treasury, said yesterday that the
a06-004	a06-004.png	/066/a06-004.png	1214	1389	Government does not like retrospective legislation.
a06-004	a06-004.png	/066/a06-004.png	1389	1573	He went on to describe the kind of
a06-004	a06-004.png	/066/a06-004.png	1573	1757	people the Chancellor hopes to tax. These
a06-004	a06-004.png	/066/a06-004.png	1757	1931	are people buying and selling shares within
a06-004	a06-004.png	/066/a06-004.png	1931	2111	a short period, those ”stagging” on a new issue
a06-004	a06-004.png	/066/a06-004.png	2111	2305	and property dealers who form a chain of
b04-060	b04-060.png	/109/b04-060.png	682	863	It is equally certain that the British Government
b04-060	b04-060.png	/109/b04-060.png	870	1047	will welcome them. How splendid it would be if, just
b04-060	b04-060.png	/109/b04-060.png	1055	1222	for once, the Government were to voice the real feelings of
b04-060	b04-060.png	/109/b04-060.png	1225	1405	the British people. And tell Makarios they are not
b04-060	b04-060.png	/109/b04-060.png	1420	1586	prepared to accept him on such terms. GOOD cheer
b04-060	b04-060.png	/109/b04-060.png	1588	1760	for the week-end. Ford Motors are to put 13,000
b04-060	b04-060.png	/109/b04-060.png	1783	1940	men back on a five-day week.
b04-075	b04-075.png	/109/b04-075.png	696	868	They intend to sit outside the Ministry of Defence. It is
b04-075	b04-075.png	/109/b04-075.png	870	1039	their protest against the H-bomb. They ought to have a
b04-075	b04-075.png	/109/b04-075.png	1064	1225	pleasant time. The weather forecast is good; except for them,
b04-075	b04-075.png	/109/b04-075.png	1234	1401	Whitehall should be deserted. And they will have a fine view
b04-075	b04-075.png	/109/b04-075.png	1419	1581	of St. James’s Park, with its placid lake, pelicans,
b04-075	b04-075.png	/109/b04-075.png	1601	1755	rare ducks, and other wild life.
b04-066	b04-066.png	/109/b04-066.png	714	876	One more demonstration of the industry’s recovery. As
b04-066	b04-066.png	/109/b04-066.png	896	1058	springtime approaches, orders pick up. And the car men get
b04-066	b04-066.png	/109/b04-066.png	1071	1234	ready for another bustling season. The pessimists
b04-066	b04-066.png	/109/b04-066.png	1255	1415	said the motor industry was on its knees. The optimists
b04-066	b04-066.png	/109/b04-066.png	1433	1596	said ”Nonsense.” As usual, the optimists have been
b04-066	b04-066.png	/109/b04-066.png	1611	1776	proved right. EARL RUSSELL and his friends have
b04-066	b04-066.png	/109/b04-066.png	1794	1955	hit on an original way of spending this afternoon.
b04-054	b04-054.png	/109/b04-054.png	693	870	ARCHBISHOP MAKARIOS puts the Commonwealth on trial.
b04-054	b04-054.png	/109/b04-054.png	894	1053	His ex-Eoka Government decides that Cyprus will join it for
b04-054	b04-054.png	/109/b04-054.png	1074	1233	five years. During this period Britain will be expected
b04-054	b04-054.png	/109/b04-054.png	1250	1410	to subsidise and defend the Cypriots. They will enjoy
b04-054	b04-054.png	/109/b04-054.png	1424	1589	all the trading benefits of Imperial Preference. It is a
b04-054	b04-054.png	/109/b04-054.png	1609	1770	safe bet that at the end of five years Makarios and
b04-054	b04-054.png	/109/b04-054.png	1800	1945	company will sign on again.
a06-014	a06-014.png	/068/a06-014.png	688	861	They nodded at each other and Sir Edward
a06-014	a06-014.png	/068/a06-014.png	867	1038	rose to say that the Chancellor would bear
a06-014	a06-014.png	/068/a06-014.png	1044	1217	Mr. Wilson’s offer in mind. Guy Eden writes:
a06-014	a06-014.png	/068/a06-014.png	1230	1398	Treasury experts are already working on
a06-014	a06-014.png	/068/a06-014.png	1403	1570	the scheme. Profits of genuine investors
a06-014	a06-014.png	/068/a06-014.png	1585	1754	in industry will not be affected, but only
a06-014	a06-014.png	/068/a06-014.png	1765	1926	quick in-and-out speculator deals.
a06-014	a06-014.png	/068/a06-014.png	1926	2108	FRANK FOULKES, Communist president
a06-014	a06-014.png	/068/a06-014.png	2123	2288	of the ETU, refused yesterday to
a06-014	a06-014.png	/068/a06-014.png	2297	2462	„commit suicide“ at the TUC’s
a03-014	a03-014.png	/043/a03-014.png	661	851	Two emissaries from the Laotian Government
a03-014	a03-014.png	/043/a03-014.png	851	994	of Prince Boun Oum have arrived in
a03-014	a03-014.png	/043/a03-014.png	994	1173	Phnom Penh, Cambodia, to invite Prince
a03-014	a03-014.png	/043/a03-014.png	1173	1369	Souvanna Phouma, the former Prime Min-
a03-014	a03-014.png	/043/a03-014.png	1369	1568	ister, to return to Laos. No details of
a03-014	a03-014.png	/043/a03-014.png	1568	1751	their mission have been disclosed, but it
a03-014	a03-014.png	/043/a03-014.png	1751	1941	was reported earlier in Laos that Prince
a03-014	a03-014.png	/043/a03-014.png	1941	2130	Boun Oum was considering asking
a03-014	a03-014.png	/043/a03-014.png	2130	2316	Prince Souvanna Phouma to join his
a03-014	a03-014.png	/043/a03-014.png	2320	2493	Government.
a04-043	a04-043.png	/060/a04-043.png	689	869	MR. GAITSKELL today delivered a full-blooded
a04-043	a04-043.png	/060/a04-043.png	873	1047	defence of the Polaris missile base. And by
a04-043	a04-043.png	/060/a04-043.png	1055	1224	implication he supported the establishment of
a04-043	a04-043.png	/060/a04-043.png	1237	1410	sites in Britain for the training of German
a04-043	a04-043.png	/060/a04-043.png	1422	1589	troops. His main theme was that nuclear
a04-043	a04-043.png	/060/a04-043.png	1596	1764	weapons were necessary to defend Britain, that
a04-043	a04-043.png	/060/a04-043.png	1775	1944	Britain must depend on Nato and ”the West”
a04-043	a04-043.png	/060/a04-043.png	1960	2124	must have nuclear weapons so long as the
a04-043	a04-043.png	/060/a04-043.png	2139	2298	Soviet Union has them.
a04-035	a04-035.png	/060/a04-035.png	868	1050	”Thinking over the results of the Vienna
a04-035	a04-035.png	/060/a04-035.png	1059	1232	meeting, peace-loving people will say ’a
a04-035	a04-035.png	/060/a04-035.png	1232	1404	good beginning.’” Mr. Krushchov remained at the
a04-035	a04-035.png	/060/a04-035.png	1410	1587	airport to join President Brezhnev in welcoming
a04-035	a04-035.png	/060/a04-035.png	1587	1759	Dr. Sukarno, President and Prime Minister of
a04-035	a04-035.png	/060/a04-035.png	1775	1944	Indonesia, who arrived by Boeing 707 jet on a
a04-035	a04-035.png	/060/a04-035.png	1951	2120	state visit 40 minutes after Mr. Khrushchov had
a04-035	a04-035.png	/060/a04-035.png	2132	2303	arrived from Vienna. A cheering, delighted crowd
a04-035	a04-035.png	/060/a04-035.png	2311	2480	of Indonesian students broke through crash barriers
a04-035	a04-035.png	/060/a04-035.png	2491	2657	to surround their President on the tarmac for
a04-031	a04-031.png	/060/a04-031.png	892	1048	RELAXED, smiling and clearly in the best of
a04-031	a04-031.png	/060/a04-031.png	1075	1228	spirits, Mr. Krushchov yesterday returned to
a04-031	a04-031.png	/060/a04-031.png	1252	1409	Moscow after his two days of talks with President
a04-031	a04-031.png	/060/a04-031.png	1432	1587	Kennedy, writes Dennis Ogden from Moscow. The
a04-031	a04-031.png	/060/a04-031.png	1620	1770	good beginning made at Vienna must be
a04-031	a04-031.png	/060/a04-031.png	1793	1947	followed up by new efforts for peace, the
a04-031	a04-031.png	/060/a04-031.png	1976	2126	Soviet Communist Party newspaper Pravda
a04-031	a04-031.png	/060/a04-031.png	2153	2304	declared yesterday. Events in Vienna ”gave hope
a04-031	a04-031.png	/060/a04-031.png	2334	2488	to people of goodwill who hate the cold war,
a04-031	a04-031.png	/060/a04-031.png	2510	2663	and to all who are striving for a stable peace,”
a04-039	a04-039.png	/060/a04-039.png	879	1053	In VIENNA, before flying off to Moscow,
a04-039	a04-039.png	/060/a04-039.png	1064	1225	Mr. Khrushchov said he hoped his weekend
a04-039	a04-039.png	/060/a04-039.png	1241	1407	talks with President Kennedy would help ”to
a04-039	a04-039.png	/060/a04-039.png	1432	1588	establish an enduring peace between nations.”
a04-039	a04-039.png	/060/a04-039.png	1602	1768	Replying to a farewell speech from Austrian President
a04-039	a04-039.png	/060/a04-039.png	1784	1944	Schaerf, the Soviet Premier thanked Austria for
a04-039	a04-039.png	/060/a04-039.png	1969	2128	the hospitality and welcome he had received.
a04-039	a04-039.png	/060/a04-039.png	2143	2302	”The Soviet Union has always striven and is
a04-039	a04-039.png	/060/a04-039.png	2326	2484	striving to safeguard an enduring peace for
a04-039	a04-039.png	/060/a04-039.png	2505	2664	the peoples, to secure an early solution of the
b03-104	b03-104.png	/104/b03-104.png	685	851	It is true that SIR GRAHAM said there is
b03-104	b03-104.png	/104/b03-104.png	871	1030	at the moment ”an awful mess up” in the
b03-104	b03-104.png	/104/b03-104.png	1049	1210	measurement of temperatures. This,
b03-104	b03-104.png	/104/b03-104.png	1225	1389	however, seems a matter of the convenience
